,epoch,train_accuracy,test_accuracy,train_loss,test_loss,seconds
0,1000,0.6148703098297119,0.6104341149330139,0.8180543780326843,0.8231295347213745,125.39939260482788
1,2000,0.6405568718910217,0.6283320784568787,0.7658026218414307,0.7762298583984375,130.04266357421875
2,3000,0.6495704650878906,0.6405178904533386,0.7479297518730164,0.76031893491745,127.93638491630554
3,4000,0.6606999039649963,0.6466107964515686,0.7281244397163391,0.7430365681648254,126.36083388328552
4,5000,0.7031018733978271,0.6785986423492432,0.6630849838256836,0.6845591068267822,142.46301889419556
5,6000,0.7238796353340149,0.6995430588722229,0.6267986297607422,0.6518930792808533,136.8168032169342
6,7000,0.734416663646698,0.6991622447967529,0.5994309186935425,0.6304020285606384,132.7687909603119
7,8000,0.762726902961731,0.7326732873916626,0.5481788516044617,0.5785431265830994,131.94645619392395
8,9000,0.7654775381088257,0.7364813685417175,0.5249391198158264,0.5623661279678345,138.88757634162903
9,10000,0.7982311248779297,0.7600913643836975,0.465505450963974,0.5116417407989502,139.46523666381836
10,11000,0.8095298409461975,0.7840822339057922,0.4384903609752655,0.48601680994033813,148.10790944099426
11,12000,0.83267742395401,0.8054074645042419,0.3907802700996399,0.44312745332717896,137.92655396461487
12,13000,0.8486310243606567,0.8172124624252319,0.36006253957748413,0.4168297350406647,136.67983484268188
13,14000,0.8580254912376404,0.8183549046516418,0.34189823269844055,0.40520867705345154,141.8093388080597
14,15000,0.8508315086364746,0.808073103427887,0.3452628552913666,0.4181435704231262,136.4475212097168
15,16000,0.4932080805301666,0.4672505855560303,2.302487373352051,2.4026904106140137,131.402681350708
16,17000,0.8814692497253418,0.8366336822509766,0.2816539704799652,0.3561507761478424,134.42165279388428
17,18000,0.8937835693359375,0.8514851331710815,0.261160671710968,0.3363271951675415,132.48748087882996
18,19000,0.8963649272918701,0.8556740283966064,0.2505210340023041,0.32931289076805115,131.2253279685974
19,20000,0.9049130082130432,0.8625285625457764,0.23326216638088226,0.31463587284088135,123.80865383148193
20,21000,0.9055477976799011,0.8606245517730713,0.2276005744934082,0.311734676361084,136.4817476272583
21,22000,0.9092717170715332,0.8648133873939514,0.2173878252506256,0.3049546778202057,140.04207468032837
22,23000,0.9135457873344421,0.8686214685440063,0.20558755099773407,0.29642704129219055,137.4111361503601
23,24000,0.91375732421875,0.8651942014694214,0.20157204568386078,0.2942163944244385,127.98531675338745
24,25000,0.9208243489265442,0.8789032697677612,0.1875855028629303,0.28332608938217163,130.47264122962952
25,26000,0.9176505208015442,0.8743335604667664,0.18748795986175537,0.2851323187351227,132.30950784683228
26,27000,0.9244636297225952,0.8773800730705261,0.1777574121952057,0.2761564552783966,130.70939111709595
27,28000,0.9220938682556152,0.8697639107704163,0.17933234572410583,0.2806417644023895,135.51629042625427
28,29000,0.9176082015037537,0.8724295496940613,0.18096508085727692,0.2857753336429596,147.69913482666016
29,30000,0.9133341908454895,0.8651942014694214,0.2010013461112976,0.2890909016132355,144.31934547424316
30,31000,0.9271296262741089,0.8758568167686462,0.16816601157188416,0.27273616194725037,150.01468682289124
31,32000,0.9265371561050415,0.8743335604667664,0.16617999970912933,0.2784060537815094,143.44294095039368
32,33000,0.9311921000480652,0.8800457119941711,0.1547105610370636,0.26632463932037354,141.75681972503662
33,34000,0.9289915561676025,0.8773800730705261,0.15478789806365967,0.26771092414855957,160.21493411064148
34,35000,0.9310651421546936,0.8747143745422363,0.15232837200164795,0.26883700489997864,146.97887182235718
35,36000,0.9311074614524841,0.8796648979187012,0.14924530684947968,0.2664574682712555,145.41188168525696
36,37000,0.928864598274231,0.8758568167686462,0.15222202241420746,0.2725774347782135,150.55893278121948
37,38000,0.9295417070388794,0.8811880946159363,0.14779436588287354,0.26876237988471985,142.52808117866516
38,39000,0.9345351457595825,0.8785224556922913,0.14246413111686707,0.2650124728679657,143.94746804237366
39,40000,0.931403636932373,0.8743335604667664,0.14377275109291077,0.26901721954345703,132.31266975402832
40,41000,0.9341119527816772,0.8792840838432312,0.14028684794902802,0.26521268486976624,139.815500497818
41,42000,0.9338580965995789,0.8773800730705261,0.138987734913826,0.2655991017818451,132.21294713020325
42,43000,0.9365240335464478,0.8789032697677612,0.13569781184196472,0.2630516588687897,136.40760350227356
43,44000,0.9325462579727173,0.8849961757659912,0.1392773687839508,0.2691044807434082,140.98054003715515
44,45000,0.9340273141860962,0.8857578039169312,0.1361851990222931,0.26811787486076355,143.17488622665405
45,46000,0.9378358721733093,0.8800457119941711,0.13112640380859375,0.26285892724990845,136.7863245010376
46,47000,0.9367356300354004,0.8823305368423462,0.13116277754306793,0.26433321833610535,145.90731072425842
47,48000,0.936947226524353,0.8781416416168213,0.13286638259887695,0.26943880319595337,160.9343066215515
48,49000,0.9353814721107483,0.8792840838432312,0.13334833085536957,0.26903700828552246,163.15805983543396
49,50000,0.938851535320282,0.8804265260696411,0.12752266228199005,0.2652856111526489,159.17946076393127
